"","analysis.label","analysis","gene","test","pvalue","p.adjust.fdr","signif.fdr.0.10","signif.fdr.0.05","or","d","totcases","totcontrols","totgenestested","tottests","signif.bonferroni","a","b","c","filename","bonferroni.cutoff","ID","p_val","lower_CI","upper_CI"
"11","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","NOP56","zero80",0.390213914611292,0.918816128788952,0,0,2.17967213114754,1,306,6658,11,18,0,6648,305,10,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,11,0.390213914611292,0.0500633417698271,15.4038572449818
"12","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ATXN1","LoF",0.989824678281659,0.998486974774526,0,0,0.391275290114831,4,306,6658,11,18,0,6440,302,218,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,12,0.989824678281659,0.10495769242617,1.02709897026307
"13","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ATXN7","LoF",0.908433527037369,0.98228991134935,0,0,0.416519546027743,1,306,6658,11,18,0,6606,305,52,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,13,0.908433527037369,0.0103183577220024,2.44356806406958
"14","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ATXN3","LoF",0.939046351529494,0.996460968411608,0,0,0.559419988925803,5,306,6658,11,18,0,6466,301,192,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,14,0.939046351529494,0.178281338833876,1.34337234264294
"15","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SPG7","LoF",0.0860850650109166,0.765147153672722,0,0,3.12918434700613,3,306,6658,11,18,0,6637,303,21,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,15,0.0860850650109166,0.594256147307627,10.5612443215797
"16","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TBP","LoF",0.98198832584546,0.997101139720526,0,0,0.330364372469636,2,306,6658,11,18,0,6528,304,130,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,16,0.98198832584546,0.0394096960518904,1.22838417145489
"17","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RNF216","LoF",0.164545292361942,0.907385334326728,0,0,7.27322404371585,1,306,6658,11,18,0,6655,305,3,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,17,0.164545292361942,0.138096260723038,90.9854415956468
"18","ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT","Adulthood ataxia genes in ad-hoc childhood (<18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","NOP56","LoF",0.164545292361942,0.907385334326728,0,0,7.27322404371585,1,306,6658,11,18,0,6655,305,3,"output/fisher/ADULTGENES_ADHOC_CHILD_HATX_40_RECRUIT.tsv",0.00012531328320802,18,0.164545292361942,0.138096260723038,90.9854415956468
"19","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","WWOX","zero80",0.253381002604887,0.918816128788952,0,0,1.3048699252858,11,816,6658,147,211,0,6589,805,69,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,19,0.253381002604887,0.619918416647836,2.49562583765812
"20","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CC2D2A","zero80",0.330223822981204,0.918816128788952,0,0,1.25780654988576,8,816,6658,147,211,0,6606,808,52,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,20,0.330223822981204,0.514096754972289,2.67890024699886
"21","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SPR","zero80",0.10163608808184,0.765147153672722,0,0,2.04753086419753,6,816,6658,147,211,0,6634,810,24,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,21,0.10163608808184,0.6824009290466,5.16102756389298
"22","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","WFS1","zero80",0.167669866023445,0.907385334326728,0,0,1.2713587487781,24,816,6658,147,211,0,6503,792,155,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,22,0.167669866023445,0.7855321107135,1.9770586006383
"23","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SACS","zero80",0.0731911352222703,0.695315784611568,0,0,1.44509688784498,23,816,6658,147,211,0,6527,793,131,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,23,0.0731911352222703,0.879543012471703,2.27904706606517
"24","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PIGV","zero80",0.908029604944422,0.98228991134935,0,0,0.493261856898221,2,816,6658,147,211,0,6625,814,33,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,24,0.908029604944422,0.057250306450707,1.93492934106314
"25","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","LAMA1","zero80",0.837108212062524,0.977825723225832,0,0,0.739198919891989,8,816,6658,147,211,0,6570,808,88,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,25,0.837108212062524,0.308352555364834,1.52897648786637
"26","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ALG9","zero80",0.563976429321875,0.925450390963061,0,0,1.02001231527094,4,816,6658,147,211,0,6626,812,32,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,26,0.563976429321875,0.261389240065889,2.88662050831856
"27","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","DOLK","zero80",0.600167444907401,0.935114756579922,0,0,1.01996314496314,2,816,6658,147,211,0,6642,814,16,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,27,0.600167444907401,0.113563889793562,4.35111169124428
"28","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PEX6","zero80",0.375628249519054,0.918816128788952,0,0,1.21707913631223,7,816,6658,147,211,0,6611,809,47,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,28,0.375628249519054,0.462546369576935,2.72147231652502
"29","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","VPS13B","zero80",0.976481801125159,0.996460968411608,0,0,0.591008372770295,12,816,6658,147,211,0,6494,804,164,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,29,0.976481801125159,0.297888138010433,1.06695232390921
"30","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","ABCB7","zero80",0.423163970601853,0.918816128788952,0,0,1.48469957560867,2,816,6658,147,211,0,6647,814,11,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,30,0.423163970601853,0.159603881855717,6.82008073493438
"31","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PGAP3","zero80",0.145780404547717,0.907385334326728,0,0,2.1816091954023,4,816,6658,147,211,0,6643,812,15,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,31,0.145780404547717,0.525710702143047,6.86948585679716
"32","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SCN8A","zero80",0.0450916469985086,0.571454316945838,0,0,2.11035581518853,9,816,6658,147,211,0,6623,807,35,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,32,0.0450916469985086,0.888663534806858,4.49836364731338
"33","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RORA","zero80",0.534547640027369,0.918816128788952,0,0,1.16602316602317,2,816,6658,147,211,0,6644,814,14,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,33,0.534547640027369,0.128370970482004,5.09073077744508
"34","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CHST6","zero80",0.199090556939678,0.918816128788952,0,0,1.54835799953229,7,816,6658,147,211,0,6621,809,37,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,34,0.199090556939678,0.580520445210208,3.53369116673993
"35","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","FLVCR1","zero80",0.238080276434453,0.918816128788952,0,0,1.72128597355458,4,816,6658,147,211,0,6639,812,19,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,35,0.238080276434453,0.424754370651434,5.19645662095891
"36","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","COG8","zero80",0.439104132625797,0.918816128788952,0,0,2.04110429447853,1,816,6658,147,211,0,6654,815,4,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,36,0.439104132625797,0.0413956315669107,20.6553749254119
"37","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","MAN1B1","zero80",0.629116995626688,0.935114756579922,0,0,0.932160450387051,4,816,6658,147,211,0,6623,812,35,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,37,0.629116995626688,0.240048270696259,2.61672793749393
"38","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","NPHP3","zero80",0.711311542473982,0.941777161251116,0,0,0.857477853048463,8,816,6658,147,211,0,6582,808,76,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,38,0.711311542473982,0.356036405984154,1.78550258951075
"39","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","POMT1","zero80",0.330223822981204,0.918816128788952,0,0,1.25780654988576,8,816,6658,147,211,0,6606,808,52,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,39,0.330223822981204,0.514096754972289,2.67890024699886
"40","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","POLR3A","zero80",0.000586356479576765,0.0179966334885484,1,1,3.46085244847949,13,816,6658,147,211,0,6627,803,31,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,40,0.000586356479576765,1.65464643558984,6.839701304296
"41","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GMPPB","zero80",0.211461070901681,0.918816128788952,0,0,1.58351254480287,6,816,6658,147,211,0,6627,810,31,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,41,0.211461070901681,0.538392532744338,3.86801836265309
"42","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","KCNA2","zero80",0.823757086500033,0.977337422893136,0,0,0.582296231375986,1,816,6658,147,211,0,6644,815,14,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,42,0.823757086500033,0.0137576168819223,3.83722701507037
"43","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","C2CD3","zero80",0.793301361742193,0.970250402931792,0,0,0.679156429156429,2,816,6658,147,211,0,6634,814,24,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,43,0.793301361742193,0.0776581825107668,2.74389279695657
"44","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","MKS1","zero80",0.0458309226623229,0.571454316945838,0,0,2.39173877214668,7,816,6658,147,211,0,6634,809,24,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,44,0.0458309226623229,0.867325608336826,5.74325823632849
"45","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RARS2","zero80",0.965243900827167,0.996460968411608,0,0,0.290534618755478,1,816,6658,147,211,0,6630,815,28,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,45,0.965243900827167,0.00709980631091965,1.76242746184072
"46","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PMM2","zero80",0.900298505488461,0.98228991134935,0,0,0.554679637705468,3,816,6658,147,211,0,6614,813,44,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,46,0.900298505488461,0.109917545261969,1.73669357924416
"47","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","INPP5E","zero80",0.488572453281633,0.918816128788952,0,0,1.08855967078189,6,816,6658,147,211,0,6613,810,45,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,47,0.488572453281633,0.378317999274891,2.5704873262428
"48","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RFT1","zero80",0.632015371600821,0.935114756579922,0,0,0.92674588050667,5,816,6658,147,211,0,6614,811,44,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,48,0.632015371600821,0.285971662901893,2.34034349755141
"49","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","DHCR7","zero80",0.885734243001113,0.981688785992901,0,0,0.635211159062885,5,816,6658,147,211,0,6594,811,64,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,49,0.885734243001113,0.198908315816322,1.5676408446102
"50","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","EXT2","zero80",0.546412622914461,0.918816128788952,0,0,1.02006172839506,6,816,6658,147,211,0,6610,810,48,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,50,0.546412622914461,0.355614957541288,2.39731728056537
"51","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","GLRB","zero80",0.213733259745299,0.918816128788952,0,0,1.81718664477285,4,816,6658,147,211,0,6640,812,18,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,51,0.213733259745299,0.446199892408974,5.53443316620272
"52","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","SLC52A2","zero80",0.685524937166696,0.936727568251752,0,0,0.906475800954329,1,816,6658,147,211,0,6649,815,9,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,52,0.685524937166696,0.0206560886002476,6.55663925838588
"53","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","TCTN2","zero80",0.714708487597873,0.941777161251116,0,0,0.815252152521525,3,816,6658,147,211,0,6628,813,30,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,53,0.714708487597873,0.158844113280467,2.63069465007575
"54","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CRB2","zero80",0.727648541867667,0.945380132355158,0,0,0.828499686126805,6,816,6658,147,211,0,6599,810,59,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,54,0.727648541867667,0.291358987028283,1.92154613877522
"55","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","EVC2","zero80",0.583297195762027,0.935114756579922,0,0,0.978962962962963,6,816,6658,147,211,0,6608,810,50,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,55,0.583297195762027,0.341919626076707,2.29423995510248
"56","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","CEP290","zero80",0.734505867243356,0.945380132355158,0,0,0.848066583953681,10,816,6658,147,211,0,6562,806,96,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,56,0.734505867243356,0.39251081357564,1.63688571632518
"57","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PIGT","zero80",0.17283530177652,0.907385334326728,0,0,3.26928746928747,2,816,6658,147,211,0,6653,814,5,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,57,0.17283530177652,0.31076787136528,20.0017859945631
"58","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RXYLT1","zero80",0.0477074738419925,0.576826729180455,0,0,4.909963099631,3,816,6658,147,211,0,6653,813,5,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,58,0.0477074738419925,0.760803749301342,25.2664962163749
"59","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","PNKD","zero80",0.0329016035835732,0.454437085757218,0,0,2.60995617485111,7,816,6658,147,211,0,6636,809,22,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,59,0.0329016035835732,0.938549985141032,6.34923171247899
"60","CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT","Childhood ataxia genes in ad-hoc adulthood (>=18y) ataxia cases vs ad-hoc adulthood (>=40y at recruit) controls","RPGRIP1L","zero80",0.613313576848274,0.935114756579922,0,0,0.948441487683881,5,816,6658,147,211,0,6615,811,43,"output/fisher/CHILDGENES_ADHOC_ADULT_HATX_40_RECRUIT.tsv",0.00012531328320802,60,0.613313576848274,0.292349886293174,2.39920506110654
